id,lemma,translation,transliteration,ipa,pos,category,examples,frequency,definition,audio,inflections
70,gjak,blood,,[ɟ͡ʝak],Noun,m,_____@,,blood,,~['gjak', 'gjaku', 'gjak', 'gjakun', 'i', 'e', 'të', 'së', 'gjaku', 'gjakut', 'gjaku', 'gjakut', 'gjaku', 'gjakut']~
71,kaltër,blue,,[ˈkaltəɾ],Adjective,,Millie ka sy të kaltër.@Millie has blue eyes.,,sky blue; light blue,,
72,anije,boat,,,Noun,f,_____@,,ship,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'anije', 'anije', 'anija', 'anijet', 'kallëzore', 'anije', 'anije', 'anijen', 'anijet', 'gjinore', 'i', 'e', 'të', 'së', 'anijeje', 'anijeve', 'anijes', 'anijeve', 'dhanore', 'anijeje', 'anijeve', 'anijes', 'anijeve', 'rrjedhore', 'anijeje', 'anijesh', 'anijes', 'anijeve']~
73,trup,body,,/tɾup/,Noun,m,Unë pa ty si nje trup pa shpirtë.@Me without you is like a body with no soul.,,object,,
74,ohtënj,boil,,,Verb,,_____@,,(Arbëresh) to produce steam,,
75,kockë,bone,,,Noun,f,Duket se m'u ngul në grykë një kockë peshku.@It looks like a fish bone got stuck in my throat.,,(anatomy) bone,,
76,libër,book,,/ˈlibəɾ/,Noun,m,Unë lexova një libër.@I read a book.,,bookIa dhashë librin e ri atij.I gave the new book to him.,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'libër', 'libra', 'libri', 'librat', 'kallëzore', 'libër', 'libra', 'librin', 'librat', 'gjinore', 'i', 'e', 'të', 'së', 'libri', 'librave', 'librit', 'libravet', 'dhanore', 'libri', 'librave', 'librit', 'libravet', 'rrjedhore', 'libri', 'librash', 'librit', 'libravet']~
77,librari,bookshop,,/libɾaˈɾi/,Noun,f,_____@,,bookshop; bookstore,,
78,të dy,both,,,Determiner,,Ata të dy po punojnë tek dyqani i kafshëve shtëpiake.@They are both working at the pet store.,,,,
79,shishe,bottle,,,Noun,f,_____@,,bottle,,
80,fund,bottom,,[fund],Noun,m,Faleminderit qe me keni shpjeguar me ne fund pse njerzit me marrin mua per nje idiot.@Thanks for having explained to me at last why people take me for an idiot.,,end,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'fund', 'funde', 'fundi', 'fundet', 'kallëzore', 'fund', 'funde', 'fundin', 'fundet', 'gjinore', 'i', 'e', 'të', 'së', 'fundi', 'fundeve', 'fundit', 'fundevet', 'dhanore', 'fundi', 'fundeve', 'fundit', 'fundevet', 'rrjedhore', 'fundi', 'fundesh', 'fundit', 'fundevet']~
81,tas,bowl,,,Noun,,_____@,,,,
82,kuti,box,,,Noun,f,Kjo kuti do të shërbejë si tavolinë.@This box will serve as a table.,,boxkuti votimi ― ballot box,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'kuti', 'kuti', 'kutia', 'kutitë', 'kallëzore', 'kuti', 'kuti', 'kutinë', 'kutitë', 'gjinore', 'i', 'e', 'të', 'së', 'kutie', 'kutive', 'kutisë', 'kutive', 'dhanore', 'kutie', 'kutive', 'kutisë', 'kutive', 'rrjedhore', 'kutie', 'kutish', 'kutisë', 'kutive']~
83,djalë,boy,,,Noun,m,Ti gjithmonë ishe një djalë shumë i lumtur.@You were always such a happy boy.,,boyVëllai i saj është një djalë shumë joshës.Her brother is a very sexy guy.2011; Liria Dedvukaj; S'më Meriton; Max Production:Me ty o djalë sa netet kalovaWith you; oh boy; how many nights did I pass,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'djalë', 'djem', 'djali', 'djemtë', 'kallëzore', 'djalë', 'djem', 'djalin', 'djemtë', 'gjinore', 'i', 'e', 'të', 'së', 'djali', 'djemve', 'djalit', 'djemvet', 'dhanore', 'djali', 'djemve', 'djalit', 'djemvet', 'rrjedhore', 'djali', 'djemsh', 'djalit', 'djemvet']~
84,dashur,boyfriend,,,Noun,,Me mire te jesh i urryer per ate qe je se sa i dashur per ate qe nuk je.@Better to be hated for who you are than loved for who you're not.,,participle of dua,,
85,tru,brain,,/tɾũ/,Noun,m,_____@,,brain,,
86,bukë,bread,,,Noun,f,Millie po ha bukë.@Millie is eating bread.,,bread,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'bukë', 'bukë', 'buka', 'bukët', 'kallëzore', 'bukë', 'bukë', 'bukën', 'bukët', 'gjinore', 'i', 'e', 'të', 'së', 'buke', 'bukëve', 'bukës', 'bukëvet', 'dhanore', 'buke', 'bukëve', 'bukës', 'bukëvet', 'rrjedhore', 'buke', 'bukësh', 'bukës', 'bukëvet']~
87,thyej,break,,/θyɛj/,Verb,,_____@,,I break,,
88,sillë,breakfast,,,Noun,f,_____@,,(old) food brought out in the morning to a farmer working in the field,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'sillë', 'silla', 'silla', 'sillat', 'kallëzore', 'sillë', 'silla', 'sillën', 'sillat', 'gjinore', 'i', 'e', 'të', 'së', 'sille', 'sillave', 'sillës', 'sillavet', 'dhanore', 'sille', 'sillave', 'sillës', 'sillavet', 'rrjedhore', 'sille', 'sillash', 'sillës', 'sillavet']~
89,urë,bridge,,,Noun,f,_____@,,bridge,,
90,sjell,bring,,,Verb,,_____@,,to bring,,~['sjellur', 'duke sjellur', 'për të sjellur', 'sjell', 'sjell', 'sjell', 'sjellim', 'sjellni', 'sjellin', 'sillja', 'sillje', 'sillte', 'sillnim', 'sillnit', 'sillnin', 'solla', 'solle', 'solli', 'sollëm', 'sollët', 'sollën', 'kam sjellur', 'ke sjellur', 'ka sjellur', 'kemi sjellur', 'keni sjellur', 'kanë sjellur', 'kisha sjellur', 'kishe sjellur', 'kishte sjellur', 'kishim sjellur', 'kishit sjellur', 'kishin sjellur', 'pata sjellur', 'pate sjellur', 'pati sjellur', 'patëm sjellur', 'patët sjellur', 'patën sjellur', 'do të sjell', 'do të sjellësh', 'do të sjellë', 'do të sjellim', 'do të sjellni', 'do të sjellin', 'do të kem sjellur', 'do të kesh sjellur', 'do të ketë sjellur', 'do të kemi sjellur', 'do të keni sjellur', 'do të kenë sjellur', 'të sjell', 'të sjellësh', 'të sjellë', 'të sjellim', 'të sjellni', 'të sjellin', 'të sillja', 'të sillje', 'të sillte', 'të sillnim', 'të sillnit', 'të sillnin', 'të kem sjellur', 'të kesh sjellur', 'të ketë sjellur', 'të kemi sjellur', 'të keni sjellur', 'të kenë sjellur', 'të kisha sjellur', 'të kishe sjellur', 'të kishte sjellur', 'të kishim sjellur', 'të kishit sjellur', 'të kishin sjellur', 'do të sillja', 'do të sillje', 'do të sillte', 'do të sillnim', 'do të sillnit', 'do të sillnin', 'do të kisha sjellur', 'do të kishe sjellur', 'do të kishte sjellur', 'do të kishim sjellur', 'do të kishit sjellur', 'do të kishin sjellur', 'sjellsha', 'sjellsh', 'sjelltë', 'sjellshim', 'sjellshit', 'sjellshin', 'paça sjellur', 'paç sjellur', 'pastë sjellur', 'paçim sjellur', 'paçit sjellur', 'paçin sjellur', 'sjellkam', 'sjellke', 'sjellka', 'sjellkemi', 'sjellkeni', 'sjellkan', 'sjellkësha', 'sjellkëshe', 'sjellkësh', 'sjellkëshim', 'sjellkëshit', 'sjellkëshin', 'paskam sjellur', 'paske sjellur', 'paska sjellur', 'paskemi sjellur', 'paskeni sjellur', 'paskan sjellur', 'paskësha sjellur', 'paskëshe sjellur', 'paskësh sjellur', 'paskëshim sjellur', 'paskëshit sjellur', 'paskëshin sjellur', '—', 'sill', '—', '—', 'sillni', '—']~
91,vëlla,brother,,[vəˈɫa],Noun,m,Kam një vëlla.@I have one brother.,,brother,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'vëlla', 'vëllezër', 'vëllai', 'vëllezërit', 'kallëzore', 'vëlla', 'vëllezër', 'vëllanë', 'vëllezërit', 'gjinore', 'i', 'e', 'të', 'së', 'vëllai', 'vëllezërve', 'vëllait', 'vëllezërvet', 'dhanore', 'vëllai', 'vëllezërve', 'vëllait', 'vëllezërvet', 'rrjedhore', 'vëllai', 'vëllezërish', 'vëllait', 'vëllezërvet']~
92,zeshkan,brown,,[zɛʃˈkan],Adjective,m,_____@,,having a rich olive skin tone; tan; tanned; darkI pëlqejne motrës së tij burra zeshkanë dhe muskulozë.His sister likes well-tanned and muscular men.,,
93,furçë,brush,,/fuːɾt͡ʃ/,Verb,f,_____@,,IPA(key): /fuːɾt͡ʃ/,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'furçë', 'furça', 'furça', 'furçat', 'kallëzore', 'furçë', 'furça', 'furçën', 'furçat', 'gjinore', 'i', 'e', 'të', 'së', 'furçe', 'furçave', 'furçës', 'furçavet', 'dhanore', 'furçe', 'furçave', 'furçës', 'furçavet', 'rrjedhore', 'furçe', 'furçash', 'furçës', 'furçavet']~
94,ndërtoj,build,,,Verb,,_____@,,to build,,~['ndërtuar', 'duke ndërtuar', 'për të ndërtuar', 'ndërtoj', 'ndërton', 'ndërton', 'ndërtojmë', 'ndërtoni', 'ndërtojnë', 'ndërtoja', 'ndërtoje', 'ndërtonte', 'ndërtonim', 'ndërtonit', 'ndërtonin', 'ndërtova', 'ndërtove', 'ndërtoi', 'ndërtuam', 'ndërtuat', 'ndërtuan', 'kam ndërtuar', 'ke ndërtuar', 'ka ndërtuar', 'kemi ndërtuar', 'keni ndërtuar', 'kanë ndërtuar', 'kisha ndërtuar', 'kishe ndërtuar', 'kishte ndërtuar', 'kishim ndërtuar', 'kishit ndërtuar', 'kishin ndërtuar', 'pata ndërtuar', 'pate ndërtuar', 'pati ndërtuar', 'patëm ndërtuar', 'patët ndërtuar', 'patën ndërtuar', 'do të ndërtoj', 'do të ndërtosh', 'do të ndërtojë', 'do të ndërtojmë', 'do të ndërtoni', 'do të ndërtojnë', 'do të kem ndërtuar', 'do të kesh ndërtuar', 'do të ketë ndërtuar', 'do të kemi ndërtuar', 'do të keni ndërtuar', 'do të kenë ndërtuar', 'të ndërtoj', 'të ndërtosh', 'të ndërtojë', 'të ndërtojmë', 'të ndërtoni', 'të ndërtojnë', 'të ndërtoja', 'të ndërtoje', 'të ndërtonte', 'të ndërtonim', 'të ndërtonit', 'të ndërtonin', 'të kem ndërtuar', 'të kesh ndërtuar', 'të ketë ndërtuar', 'të kemi ndërtuar', 'të keni ndërtuar', 'të kenë ndërtuar', 'të kisha ndërtuar', 'të kishe ndërtuar', 'të kishte ndërtuar', 'të kishim ndërtuar', 'të kishit ndërtuar', 'të kishin ndërtuar', 'do të ndërtoja', 'do të ndërtoje', 'do të ndërtonte', 'do të ndërtonim', 'do të ndërtonit', 'do të ndërtonin', 'do të kisha ndërtuar', 'do të kishe ndërtuar', 'do të kishte ndërtuar', 'do të kishim ndërtuar', 'do të kishit ndërtuar', 'do të kishin ndërtuar', 'ndërtofsha', 'ndërtofsh', 'ndërtoftë', 'ndërtofshim', 'ndërtofshit', 'ndërtofshin', 'paça ndërtuar', 'paç ndërtuar', 'pastë ndërtuar', 'paçim ndërtuar', 'paçit ndërtuar', 'paçin ndërtuar', 'ndërtuakam', 'ndërtuake', 'ndërtuaka', 'ndërtuakemi', 'ndërtuakeni', 'ndërtuakan', 'ndërtuakësha', 'ndërtuakëshe', 'ndërtuakësh', 'ndërtuakëshim', 'ndërtuakëshit', 'ndërtuakëshin', 'paskam ndërtuar', 'paske ndërtuar', 'paska ndërtuar', 'paskemi ndërtuar', 'paskeni ndërtuar', 'paskan ndërtuar', 'paskësha ndërtuar', 'paskëshe ndërtuar', 'paskësh ndërtuar', 'paskëshim ndërtuar', 'paskëshit ndërtuar', 'paskëshin ndërtuar', '—', 'ndërto', '—', '—', 'ndërtoni', '—']~
95,ndërtesë,building,,,Noun,f,_____@,,building; facilitySynonym: godinë,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'ndërtesë', 'ndërtesa', 'ndërtesa', 'ndërtesat', 'kallëzore', 'ndërtesë', 'ndërtesa', 'ndërtesën', 'ndërtesat', 'gjinore', 'i', 'e', 'të', 'së', 'ndërtese', 'ndërtesave', 'ndërtesës', 'ndërtesavet', 'dhanore', 'ndërtese', 'ndërtesave', 'ndërtesës', 'ndërtesavet', 'rrjedhore', 'ndërtese', 'ndërtesash', 'ndërtesës', 'ndërtesavet']~
96,djeg,burn,,[djɛɡ],Verb,,_____@,,I burn,,~['djegur', 'duke djegur', 'për të djegur', 'djeg', 'djeg', 'djeg', 'djegim', 'djegni', 'djegin', 'digja', 'digje', 'digjte', 'digjnim', 'digjnit', 'digjnin', 'dogja', 'dogje', 'dogji', 'dogjëm', 'dogjët', 'dogjën', 'kam djegur', 'ke djegur', 'ka djegur', 'kemi djegur', 'keni djegur', 'kanë djegur', 'kisha djegur', 'kishe djegur', 'kishte djegur', 'kishim djegur', 'kishit djegur', 'kishin djegur', 'pata djegur', 'pate djegur', 'pati djegur', 'patëm djegur', 'patët djegur', 'patën djegur', 'do të djeg', 'do të djegësh', 'do të djegë', 'do të djegim', 'do të djegni', 'do të djegin', 'do të kem djegur', 'do të kesh djegur', 'do të ketë djegur', 'do të kemi djegur', 'do të keni djegur', 'do të kenë djegur', 'të djeg', 'të djegësh', 'të djegë', 'të djegim', 'të djegni', 'të djegin', 'të digja', 'të digje', 'të digjte', 'të digjnim', 'të digjnit', 'të digjnin', 'të kem djegur', 'të kesh djegur', 'të ketë djegur', 'të kemi djegur', 'të keni djegur', 'të kenë djegur', 'të kisha djegur', 'të kishe djegur', 'të kishte djegur', 'të kishim djegur', 'të kishit djegur', 'të kishin djegur', 'do të digja', 'do të digje', 'do të digji', 'do të digjnim', 'do të digjnit', 'do të digjnin', 'do të kisha djegur', 'do të kishe djegur', 'do të kishte djegur', 'do të kishim djegur', 'do të kishit djegur', 'do të kishin djegur', 'djegsha', 'djegsh', 'djegtë', 'djegshim', 'djegshit', 'djegshin', 'paça djegur', 'paç djegur', 'pastë djegur', 'paçim djegur', 'paçit djegur', 'paçin djegur', 'djegkam', 'djegke', 'djegka', 'djegkemi', 'djegkeni', 'djegkan', 'djegkësha', 'djegkëshe', 'djegkësh', 'djegkëshim', 'djegkëshit', 'djegkëshin', 'paskam djegur', 'paske djegur', 'paska djegur', 'paskemi djegur', 'paskeni djegur', 'paskan djegur', 'paskësha djegur', 'paskëshe djegur', 'paskësh djegur', 'paskëshim djegur', 'paskëshit djegur', 'paskëshin djegur', '—', 'digj!', '—', '—', 'digjni!', '—']~
97,autobus,bus,,,Noun,?,_____@,,bus,,
98,stacion autobuzi,bus station,,,Noun,,_____@,,,,
99,gjalpë,butter,,/ɟaːlp/,Noun,m,Shpesh üne ha bukë me gjalpë dhe mjaltë.@I'm eating bread with butter and honey.,,butter,,
100,thumbull,button,,,Noun,m,_____@,,button,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'thumbull', 'thumbuj', 'thumbulli', 'thumbujt', 'kallëzore', 'thumbull', 'thumbuj', 'thumbullin', 'thumbujt', 'gjinore', 'i', 'e', 'të', 'së', 'thumbulli', 'thumbujve', 'thumbullit', 'thumbujvet', 'dhanore', 'thumbulli', 'thumbujve', 'thumbullit', 'thumbujvet', 'rrjedhore', 'thumbulli', 'thumbujsh', 'thumbullit', 'thumbujvet']~
101,blej,buy,,/blɛj/,Verb,,_____@,,I purchase; I cheat; I barter,,
102,kafene,café,,,Noun,,_____@,,,,
103,tortë,cake,,,Noun,f,_____@,,cake,,
104,quaj,call,,/cuːj/,Verb,,_____@,,(active) quaj (first-person singular past tense quajta; participle quajtur),,
105,aparat fotografik,camera,,,Noun,,_____@,,,,
106,kamp,camp,,,Noun,,_____@,,,,
107,makinë,car,,/maˈkin(ə)/,Noun,f,A mund të ngasësh një makinë?@Can you drive a car?,,carSynonym: kerr,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'makinë', 'makina', 'makina', 'makinat', 'kallëzore', 'makinë', 'makina', 'makinën', 'makinat', 'gjinore', 'i', 'e', 'të', 'së', 'makine', 'makinave', 'makinës', 'makinavet', 'dhanore', 'makine', 'makinave', 'makinës', 'makinavet', 'rrjedhore', 'makine', 'makinash', 'makinës', 'makinavet']~
108,brokë,carafe,,,Noun,,_____@,,,,
109,mbar,carry,,,Verb,,_____@,,to carry; transport; convey,,
110,Mace,cat,,,Noun,,_____@,,,,
111,katedral,cathedral,,,Noun,,_____@,,,,
112,tavan,ceiling,,,Noun,,_____@,,,,
113,,cell phone,,,Noun,,_____@,,,,
114,centimetër,centimetre,,,Noun,,_____@,,,,
115,karrige,chair,,[kaˈriɡɛ],Noun,f,_____@,,chairKu e bleve këtë karrige? ― Where did you buy this chair?,,
116,ndryshim,change,,,Noun,m,Ka pasur një ndryshim të planit.@There's been change of plan.,,difference,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'ndryshim', 'ndryshime', 'ndryshimi', 'ndryshimet', 'kallëzore', 'ndryshim', 'ndryshime', 'ndryshimin', 'ndryshimet', 'gjinore', 'i', 'e', 'të', 'së', 'ndryshimi', 'ndryshimeve', 'ndryshimit', 'ndryshimevet', 'dhanore', 'ndryshimi', 'ndryshimeve', 'ndryshimit', 'ndryshimevet', 'rrjedhore', 'ndryshimi', 'ndryshimesh', 'ndryshimit', 'ndryshimevet']~
117,kapitull,chapter,,,Noun,,_____@,,,,
118,karakter,character,,,Noun,,Ajo ka një karakter i fortë.@She has a strong character.,,,,
119,ngarkoj,charge,,,Verb,,_____@,,to load,,~['ngarkuar', 'duke ngarkuar', 'për të ngarkuar', 'ngarkoj', 'ngarkon', 'ngarkon', 'ngarkojmë', 'ngarkoni', 'ngarkojnë', 'ngarkoja', 'ngarkoje', 'ngarkonte', 'ngarkonim', 'ngarkonit', 'ngarkonin', 'ngarkova', 'ngarkove', 'ngarkoi', 'ngarkuam', 'ngarkuat', 'ngarkuan', 'kam ngarkuar', 'ke ngarkuar', 'ka ngarkuar', 'kemi ngarkuar', 'keni ngarkuar', 'kanë ngarkuar', 'kisha ngarkuar', 'kishe ngarkuar', 'kishte ngarkuar', 'kishim ngarkuar', 'kishit ngarkuar', 'kishin ngarkuar', 'pata ngarkuar', 'pate ngarkuar', 'pati ngarkuar', 'patëm ngarkuar', 'patët ngarkuar', 'patën ngarkuar', 'do të ngarkoj', 'do të ngarkosh', 'do të ngarkojë', 'do të ngarkojmë', 'do të ngarkoni', 'do të ngarkojnë', 'do të kem ngarkuar', 'do të kesh ngarkuar', 'do të ketë ngarkuar', 'do të kemi ngarkuar', 'do të keni ngarkuar', 'do të kenë ngarkuar', 'të ngarkoj', 'të ngarkosh', 'të ngarkojë', 'të ngarkojmë', 'të ngarkoni', 'të ngarkojnë', 'të ngarkoja', 'të ngarkoje', 'të ngarkonte', 'të ngarkonim', 'të ngarkonit', 'të ngarkonin', 'të kem ngarkuar', 'të kesh ngarkuar', 'të ketë ngarkuar', 'të kemi ngarkuar', 'të keni ngarkuar', 'të kenë ngarkuar', 'të kisha ngarkuar', 'të kishe ngarkuar', 'të kishte ngarkuar', 'të kishim ngarkuar', 'të kishit ngarkuar', 'të kishin ngarkuar', 'do të ngarkoja', 'do të ngarkoje', 'do të ngarkonte', 'do të ngarkonim', 'do të ngarkonit', 'do të ngarkonin', 'do të kisha ngarkuar', 'do të kishe ngarkuar', 'do të kishte ngarkuar', 'do të kishim ngarkuar', 'do të kishit ngarkuar', 'do të kishin ngarkuar', 'ngarkofsha', 'ngarkofsh', 'ngarkoftë', 'ngarkofshim', 'ngarkofshit', 'ngarkofshin', 'paça ngarkuar', 'paç ngarkuar', 'pastë ngarkuar', 'paçim ngarkuar', 'paçit ngarkuar', 'paçin ngarkuar', 'ngarkuakam', 'ngarkuake', 'ngarkuaka', 'ngarkuakemi', 'ngarkuakeni', 'ngarkuakan', 'ngarkuakësha', 'ngarkuakëshe', 'ngarkuakësh', 'ngarkuakëshim', 'ngarkuakëshit', 'ngarkuakëshin', 'paskam ngarkuar', 'paske ngarkuar', 'paska ngarkuar', 'paskemi ngarkuar', 'paskeni ngarkuar', 'paskan ngarkuar', 'paskësha ngarkuar', 'paskëshe ngarkuar', 'paskësh ngarkuar', 'paskëshim ngarkuar', 'paskëshit ngarkuar', 'paskëshin ngarkuar', '—', 'ngarko', '—', '—', 'ngarkoni', '—']~
120,lirë,cheap,,[liɾə],Adjective,,Çfarë bëni ju në kohën e lirë?@What do you do in your free time?,,independent; unimpeded; unrestrained; free,,
121,arkë,checkout,,/aːɾk/,Noun,f,_____@,,crate; box; chest1555; Gjon Buzuku; MeshariOrdhënoi Xhakonet qi banjinë arkënë e Tinëzot.,,
122,djathë,cheese,,,Noun,m,Thuaj djathë.@Say cheese.,,cheese,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'djathë', 'djathëra', 'djathi', 'djathërat', 'kallëzore', 'djathë', 'djathëra', 'djathin', 'djathërat', 'gjinore', 'i', 'e', 'të', 'së', 'djathi', 'djathërave', 'djathit', 'djathëravet', 'dhanore', 'djathi', 'djathërave', 'djathit', 'djathëravet', 'rrjedhore', 'djathi', 'djathërash', 'djathit', 'djathëravet']~
123,kimi,chemistry,,,Noun,,_____@,,,,
124,pulë,chicken,,,Noun,f,_____@,,chicken,,
125,fëmijë,child,,/fəmijə/,Noun,f,Ajo ka njëzet fëmijë.@She has twenty children.,,child; offspring; toddlerSynonyms: foshnjë; bemile; kalama(in the plural) younger generation; youthSynonym: breziFëmija pa nënë është si nata pa hënë. ― A child without a mother is like a night without the moon.,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'fëmijë', 'fëmijë', 'fëmija', 'fëmijët', 'kallëzore', 'fëmijë', 'fëmijë', 'fëmijën', 'fëmijët', 'gjinore', 'i', 'e', 'të', 'së', 'fëmije', 'fëmijëve', 'fëmijës', 'fëmijëvet', 'dhanore', 'fëmije', 'fëmijëve', 'fëmijës', 'fëmijëvet', 'rrjedhore', 'fëmije', 'fëmijësh', 'fëmijës', 'fëmijëvet']~
